trip_id,start_time,end_time,headway_secs
1060_MS_DOWN,11:00:00,17:00:00,1380
1060_MS_DOWN,17:00:00,20:00:00,1260
1060_MS_DOWN,20:00:00,20:05:00,1200
1060_SUN_UP,07:00:00,11:00:00,1980
1060_SUN_UP,11:00:00,17:00:00,1980
1060_SUN_UP,17:00:00,20:00:00,2340
1060_SUN_DOWN,07:00:00,11:00:00,1980
1060_SUN_DOWN,11:00:00,17:00:00,1980
1060_SUN_DOWN,17:00:00,20:00:00,2340
4330_FW_UP,06:10:00,07:00:00,1200
4330_FW_UP,07:00:00,11:00:00,1920
4330_FW_UP,11:00:00,17:00:00,1860
4330_FW_UP,17:00:00,20:00:00,2280
4330_FW_UP,20:00:00,23:10:00,2280
4330_FW_DOWN,06:00:00,07:00:00,1200
4330_FW_DOWN,07:00:00,11:00:00,1920
4330_FW_DOWN,11:00:00,17:00:00,1860
4330_FW_DOWN,17:00:00,20:00:00,2280
4330_FW_DOWN,20:00:00,22:25:00,2280
0211_SH_UP,06:30:00,07:00:00,1020
0211_SH_UP,07:00:00,11:00:00,1200
0211_SH_UP,11:00:00,17:00:00,960
0211_SH_UP,17:00:00,20:00:00,1020
0211_SH_UP,20:00:00,21:45:00,900
0211_SH_DOWN,05:30:00,07:00:00,1020
0211_SH_DOWN,07:00:00,11:00:00,1200
0211_SH_DOWN,11:00:00,17:00:00,960
0211_SH_DOWN,17:00:00,20:00:00,1020
0211_SH_DOWN,20:00:00,20:20:00,900
0541_SUN_UP,06:05:00,07:00:00,1500
0541_SUN_UP,07:00:00,11:00:00,1260
0541_SUN_UP,11:00:00,17:00:00,1560
0541_SUN_UP,17:00:00,20:00:00,1380
0541_SUN_UP,20:00:00,22:40:00,1500
0541_SUN_DOWN,07:20:00,07:00:00,1500
0541_SUN_DOWN,07:00:00,11:00:00,1260
0541_SUN_DOWN,11:00:00,17:00:00,1560
0541_SUN_DOWN,17:00:00,20:00:00,1380
0541_SUN_DOWN,20:00:00,23:00:00,1500
0541_HOL_UP,06:05:00,07:00:00,1500
0541_HOL_UP,07:00:00,11:00:00,1260
0541_HOL_UP,11:00:00,17:00:00,1560
0541_HOL_UP,17:00:00,20:00:00,1500
0541_HOL_UP,20:00:00,22:35:00,1380
0541_HOL_DOWN,07:20:00,07:00:00,1500
0541_HOL_DOWN,07:00:00,11:00:00,1260
0541_HOL_DOWN,11:00:00,17:00:00,1560
0541_HOL_DOWN,17:00:00,20:00:00,1500
0541_HOL_DOWN,20:00:00,22:57:00,1380
0541_MS_UP,06:05:00,07:00:00,1200
0541_MS_UP,07:00:00,11:00:00,1200
0541_MS_UP,11:00:00,17:00:00,1740
0541_MS_UP,17:00:00,20:00:00,1500
0541_MS_UP,20:00:00,22:40:00,1500
0541_MS_DOWN,07:15:00,07:00:00,1200
0541_MS_DOWN,07:00:00,11:00:00,1200
0541_MS_DOWN,11:00:00,17:00:00,1740
0541_MS_DOWN,17:00:00,20:00:00,1500
0541_MS_DOWN,20:00:00,22:52:00,1500
1374_SUN_UP,06:30:00,07:00:00,1320
1374_SUN_UP,07:00:00,11:00:00,1140
1374_SUN_UP,11:00:00,17:00:00,780
1374_SUN_UP,17:00:00,20:00:00,1080
1374_SUN_UP,20:00:00,22:50:00,1080
1374_SUN_DOWN,00:00:00,07:00:00,1320
1374_SUN_DOWN,07:00:00,11:00:00,1140
1374_SUN_DOWN,11:00:00,17:00:00,780
1374_SUN_DOWN,17:00:00,20:00:00,1080
1374_SUN_DOWN,20:00:00,00:00:00,1080
